number,duration,params_constraint_fnr_tolerance,params_learning_rate,params_min_child_weight,params_multiplier_learning_rate,params_n_estimators,params_num_leaves,params_reg_lambda
0,0 days 00:00:00.913837,0.08253907643484348,0.12079419921584172,4.839292116429217,0.33532218496613053,44,5,0.08661702197537938
1,0 days 00:00:03.043527,0.03615810561579212,0.1304726818902141,0.04584588176011049,0.04461284234623806,32,22,0.11160393452614757
2,0 days 00:00:00.567874,0.19440856954085659,0.01064427188774643,33.19213447711832,0.018809458221219304,33,24,2.6839953418826057
3,0 days 00:00:23.603610,0.014058154779195899,0.013438432915315759,3.3273157652429104,0.03504276315553962,238,39,46.122526707790634
4,0 days 00:01:24.269033,0.08356286132469601,0.04584526991079973,0.2550848449273534,0.2831782761143712,354,44,0.007276049012567964
5,0 days 00:00:00.872271,0.015586626403571642,0.48031925665245995,17.9696405735809,0.07745962814214699,65,19,0.02297174487982221
6,0 days 00:00:46.357696,0.016029536938611415,0.11973852322011204,1.0693073669412614,0.013212343631106342,363,28,0.35749715382491837
7,0 days 00:00:41.621088,0.05850181456724633,0.018153146115439913,4.880821742331458,0.016597366589524206,308,38,0.48133894828400653
8,0 days 00:00:02.619573,0.05067308420930534,0.06474440371214903,0.1097464666344328,0.005944079085147825,37,14,0.001516081311052576
9,0 days 00:00:15.945301,0.11591352206174611,0.18577516512561915,2.4284316188831903,0.009643980791550776,112,43,0.10894237250167682
10,0 days 00:00:51.954577,0.4146056975954843,0.05850406820779185,2.772515759249641,0.009164352881763765,337,41,5.480130053798984
11,0 days 00:00:09.615681,0.030060397004497846,0.06253666821629493,0.002762500346673871,0.007671576059758148,52,51,0.0032693763749385043
12,0 days 00:00:26.154367,0.03858300230202797,0.38797082532369453,0.04381026701246148,0.025153424002902228,168,18,2.546278885149924
13,0 days 00:00:00.743800,0.10790957508452563,0.07414163421968759,56.057703152749156,0.010950316829918328,25,26,0.035612290269989244
14,0 days 00:00:46.050605,0.11048067776262968,0.014746140780633955,0.020198279042163907,0.009396220984174497,234,54,0.25014237995981997
15,0 days 00:00:00.709446,0.0642195195849874,0.1848912914123523,190.94925038645454,0.00767713020348717,33,57,0.27352311813660973
16,0 days 00:00:11.250750,0.01615042978351498,0.05525700126277683,18.536497337759883,0.005798653837969242,244,53,19.585531486457914
17,0 days 00:00:38.328427,0.01926621480046256,0.08967644942729683,0.021155639134188293,0.10029992621795185,389,15,388.4552562644813
18,0 days 00:00:07.445937,0.051064427797612263,0.13898828544779374,0.14162284256791288,0.08835799674366557,36,38,0.16474832324172684
19,0 days 00:00:04.464287,0.011578585448071912,0.03885689732833222,763.0019747127586,0.4216673907003817,384,20,86.15608018790643
20,0 days 00:00:01.754479,0.10938979238159681,0.037533775771186446,0.011263269465144516,0.014418421917792867,20,8,0.0029817205350361853
21,0 days 00:00:08.285140,0.1171940535855514,0.2537438633593933,41.97564173901027,0.18290684108899005,345,59,41.09020920791606
22,0 days 00:00:07.404079,0.04666476177440209,0.07421523777882295,0.04325701440007725,0.026705880374137306,189,4,37.861218748513394
23,0 days 00:00:14.467222,0.019709088331873268,0.1893482699688085,0.09056434529445603,0.01926486906578983,127,14,52.07480385286333
24,0 days 00:00:03.854690,0.08803498364610424,0.018030009358041003,197.57206840815934,0.020600707670455576,297,60,252.40181306228382
25,0 days 00:00:02.418950,0.008113858640651762,0.03194527233653682,193.42386158465933,0.013922405941534769,168,15,0.004908588894866448
26,0 days 00:00:02.149098,0.011654687942596609,0.3860812961391546,7.973072328680652,0.04340136331765194,27,40,26.14410246496092
27,0 days 00:00:08.450093,0.49511098145776516,0.1515924072278814,0.0034456371162195636,0.04467005327712647,48,28,3.0006759525288706
28,0 days 00:00:13.094641,0.007699255724307446,0.058107714195745404,0.7692552572144303,0.2248132362965571,140,44,56.211963884494125
29,0 days 00:00:33.594465,0.1291524356770785,0.0751864820607716,1.9381399712814817,0.0183353225601614,142,27,0.001346711734855637
30,0 days 00:00:02.194631,0.22149536158518232,0.030474995823865637,20.155918159204692,0.011515750907944652,44,40,0.0015903136714992458
31,0 days 00:00:43.426587,0.23901871285141948,0.020936767290686442,0.0030840183418067587,0.28902665054755916,340,32,57.41802890834062
32,0 days 00:00:18.363671,0.007938346314779639,0.13279472086453442,0.020221388157876524,0.005979414272334903,78,59,0.009948573130160489
33,0 days 00:00:02.784668,0.016800170934312724,0.013452781672869238,0.6657254193013417,0.04726074651099799,23,32,10.219138993203623
34,0 days 00:00:02.610091,0.24650244012185976,0.015815445862302248,131.70661783846197,0.013029048466447226,148,8,0.033972402738294424
35,0 days 00:00:18.542376,0.012305493916793572,0.389865507415388,4.088758525956417,0.07408050341322239,193,55,262.5614151123042
36,0 days 00:00:03.374813,0.15957046527697358,0.030621613285292268,0.3235585951633149,0.009331248445485106,21,15,9.745537878011456
37,0 days 00:00:02.017244,0.006202668856536179,0.0634526254819386,62.257933684667705,0.0059959475478322645,60,51,0.5228915407912681
38,0 days 00:00:56.693842,0.030544841240471354,0.40464916976509513,0.00886508044012962,0.005933534567200137,289,33,0.11976184071046324
39,0 days 00:00:29.406070,0.14185642367633544,0.027362386747522144,0.4006584148866497,0.43170769215178956,129,32,0.06775281030170252
40,0 days 00:00:02.177126,0.3708440247512432,0.047680964948968486,605.1281509928787,0.021834717620277635,150,39,0.20400638671811197
41,0 days 00:00:29.022611,0.0638060724254041,0.29847031573288707,0.001223800468197627,0.10998287889673486,122,58,0.001062216220864752
42,0 days 00:00:04.125153,0.010319468360128356,0.05062389541608286,0.07028848741073432,0.023600366971389824,32,60,46.50267540447752
43,0 days 00:00:24.226235,0.036032662819323574,0.18500449092250668,0.020699621284019337,0.4310578550054457,212,44,475.74287699686164
44,0 days 00:00:02.290044,0.01765067603701283,0.18264771191757395,486.21654473706,0.22812791791716822,150,4,2.319869396930716
45,0 days 00:00:38.096892,0.11373584773534547,0.029879014570091435,0.013147370055491419,0.007725757277615975,293,10,0.0026241751031716126
46,0 days 00:00:50.777807,0.1327673722938213,0.03782096072452021,5.848207586936234,0.005420617649276138,347,15,0.0032299457900214954
47,0 days 00:00:08.448332,0.008781328009419817,0.19269743023699162,0.7595494681677072,0.014690935584405485,34,44,0.014204069154227776
48,0 days 00:00:09.793891,0.08933298604027015,0.04811045932498817,0.0025759657644001863,0.005680599518200822,48,63,0.38029438183827324
49,0 days 00:00:22.961892,0.04923155012229249,0.014185176711546385,0.4415549282188284,0.15478468965990957,200,15,67.67063161824532
50,0 days 00:00:04.793581,0.06948020987260276,0.15225263268778014,0.0032983179813290825,0.041466190897108735,23,20,1.2863706092811074
51,0 days 00:00:06.853762,0.03248901808700944,0.01685984177843336,0.03631575805868281,0.16473880251333575,30,58,0.0019443465725352013
52,0 days 00:00:07.975841,0.011408607263706589,0.0801109305501715,1.9961473005200656,0.037884534672954946,72,27,154.5142006481028
